1248,1027,19931,474,234,경기70사1676,4
1312,1233,19931,475,1964,경기75바3166,3
1300,1036,19931,476,234,경기70사1662,3
1327,1048,19931,477,234,경기70사1145,4
1339,1233,19931,478,1964,경기75바3230,3
1342,1236,19931,479,315,경기70사6609,3
1327,1054,19931,480,234,경기70사1639,3
1330,1103,19931,481,234,경기70사1163,4
1351,1236,19931,482,315,경기70사6610,3
1339,1112,19931,483,234,경기70사1132,3
727,524,19931,484,234,경기70사1123,4
1415,1233,19931,485,1964,경기75바3231,3
1412,1236,19931,486,315,경기70사6621,3
1354,1130,19931,487,234,경기76아1297,3
1424,1236,19931,488,315,경기70사6601,3
1351,1139,19931,489,234,경기70사1678,4
1418,1148,19931,490,234,경기70사1666,3
1439,1233,19931,491,1964,경기75바3165,3
1424,1236,19931,492,315,경기70사6600,3
1415,1154,19931,493,234,경기70사1647,4
1424,1206,19931,494,234,경기70사1664,3
1433,1236,19931,495,315,경기70사6603,3
1421,1236,19931,496,2162,경기75바3249,3
1415,1215,19931,497,234,경기70사1693,3
1406,1233,19931,498,1677,경기77바3412,3
1457,1254,19931,499,1964,경기75바3164,3
1451,1236,19931,500,315,경기70사6602,3
1442,1221,19931,501,234,경기70사1663,3
1503,1233,19931,502,234,경기70사1147,3
1539,1236,19931,503,315,경기70사6604,3
1506,1239,19931,504,234,경기70사1119,3
1527,1321,19931,505,1964,경기75바3167,3
1448,1233,19931,506,1677,경기77바2128,3
1521,1248,19931,507,234,경기70사1677,4
1448,1236,19931,508,2162,경기75바3120,3
1530,1236,19931,509,315,경기70사6612,3
1530,1300,19931,510,234,경기70사1641,3
1548,1242,19931,511,315,경기70사6614,3
1551,1345,19931,512,1964,경기75바3166,3
1551,1318,19931,513,234,경기70사1640,3
1536,1233,19931,514,1677,경기77바3634,3
1524,1236,19931,515,2162,경기75바3243,3
1554,1327,19931,516,234,경기70사1665,3
1600,1336,19931,517,234,경기70사1694,3
1618,1412,19931,518,1964,경기75바3230,3
1609,1345,19931,519,234,경기70사1676,4
1603,1257,19931,520,315,경기70사6613,3
1603,1300,19931,521,2162,경기75바3159,4
1609,1233,19931,522,1677,경기77바3633,3
1624,1354,19931,523,234,경기70사1662,3
1630,1312,19931,524,315,경기70사6565,3
1651,1403,19931,525,234,경기70사1145,4
1639,1436,19931,526,1964,경기75바3231,3
1657,1412,19931,527,234,경기70사1639,3
1703,1418,19931,528,234,경기70사1163,4
1615,1233,19931,529,1677,경기77바3636,3
1651,1333,19931,530,2162,경기75바1017,3
1700,1427,19931,531,234,경기70사1132,3
1709,1500,19931,532,1964,경기75바3165,3
1657,1330,19931,533,315,경기70사6552,3
1718,1433,19931,534,234,경기70사1123,4
1703,1442,19931,535,234,경기76아1297,3
1709,1342,19931,536,315,경기70사6556,3
1727,1451,19931,537,234,경기70사1678,4
1700,1233,19931,538,1677,경기77바2195,3
1736,1524,19931,539,1964,경기75바3164,3
1733,1409,19931,540,2162,경기75바3129,3
1715,1357,19931,541,315,경기70바5358,3
1724,1457,19931,542,234,경기70사1666,3
1751,1530,19931,543,234,경기70사1663,3
1812,1539,19931,544,234,경기70사1147,3
1748,1521,19931,545,234,경기70사1693,3
1736,1512,19931,546,234,경기70사1664,3
1730,1506,19931,547,234,경기70사1647,4
1730,1300,19931,548,1677,경기77바3635,3
1812,1445,19931,549,2162,경기75바1013,3
1733,1424,19931,550,315,경기70사6610,3
1751,1436,19931,551,315,경기70사6621,3
1712,1409,19931,552,315,경기70사6609,3
1757,1324,19931,553,1677,경기77바3632,3
1839,1615,19931,554,1964,경기75바3166,3
1754,1551,19931,555,1964,경기75바3167,3
1809,1445,19931,556,315,경기70사6601,3
1909,1518,19931,557,2162,경기75바3249,3
1815,1545,19931,558,234,경기70사1119,3
1845,1554,19931,559,234,경기70사1677,4
1857,1642,19931,560,1964,경기75바3230,3
1903,1603,19931,561,234,경기70사1641,3
1824,1512,19931,562,315,경기70사6603,3
1809,1457,19931,563,315,경기70사6600,3
1858,1554,19931,564,2162,경기75바3120,3
1924,1609,19931,565,234,경기70사1648,4
1821,1351,19931,566,1677,경기77바3649,3
1930,1618,19931,567,234,경기70사1640,3
1854,1527,19931,568,315,경기70사6602,3
1910,1706,19931,569,1964,경기75바3231,3
1901,1627,19931,570,234,경기70사1665,3
1903,1542,19931,571,315,경기70사6604,3
1937,1618,19931,572,2162,경기75바3243,3
1910,1633,19931,573,234,경기70사1694,3
1924,1421,19931,574,1677,경기77바2213,3
1910,1642,19931,575,234,경기70사1676,4
1907,1557,19931,576,315,경기70사6612,3
1937,1730,19931,577,1964,경기75바3165,3
1934,1612,19931,578,315,경기70사6614,3
1919,1451,19931,579,1677,경기77바2190,3
1916,1651,19931,580,234,경기70사1662,3
1949,1645,19931,581,2162,경기75바3159,4
1958,1757,19931,582,1964,경기75바3164,3
1922,1627,19931,583,315,경기70사6611,3
1934,1700,19931,584,234,경기70사1145,4
1940,1642,19931,585,315,경기70사6613,3
2010,1849,19931,586,1964,경기75바3167,3
1949,1521,19931,587,1677,경기77바3412,3
1946,1712,19931,588,234,경기70사1639,3
2016,1718,19931,589,2162,경기75바1017,3
2004,1657,19931,590,315,경기70사6565,3
2013,1712,19931,591,315,경기70바5338,3
1958,1736,19931,592,234,경기70사1123,4
2025,1551,19931,593,1677,경기77바2128,3
2046,1849,19931,594,1964,경기75바3166,3
2025,1727,19931,595,315,경기70사6552,3
2034,1757,19931,596,2162,경기75바3129,3
2013,1803,19931,597,234,경기70사1666,3
2034,1621,19931,598,1677,경기77바3634,3
2043,1742,19931,599,315,경기70사6556,3
2107,1910,19931,600,1964,경기75바3230,3
2107,1846,19931,601,315,경기70사6609,3
2034,1846,19931,602,234,경기70사1693,3
2049,1846,19931,603,2162,경기75바1013,3
2119,1846,19931,604,315,경기70사6610,3
2122,1855,19931,605,234,경기70사1119,3
2131,1934,19931,606,1964,경기75바3231,3
2137,1849,19931,607,315,경기70사6601,3
2143,1922,19931,608,234,경기70사1648,4
2143,1913,19931,609,315,경기70사6600,3
2152,1919,19931,610,2162,경기75바3120,3
2201,2001,19931,611,1964,경기75바3165,3
2210,1931,19931,612,315,경기70사6602,3
2201,1949,19931,613,234,경기70사1694,3
2222,1943,19931,614,315,경기70사6604,3
2219,2028,19931,615,1964,경기75바3164,3
2252,1958,19931,616,315,경기70사6612,3
243,2119,19931,617,1677,경기77바2128,3
2222,1846,19931,618,1677,경기77바3635,3
2201,1940,19931,619,234,경기70사1665,3
2331,2119,19931,620,234,경기70사1123,4
1955,1724,19931,621,234,경기70사1132,3
2143,1757,19931,622,1677,경기77바2195,3
1958,1757,19931,623,234,경기70사1678,4
2304,2016,19931,624,315,경기70사6614,3
2001,1742,19931,625,234,경기76아1297,3
116,2210,19931,626,2162,경기75바1013,3
2340,2149,19931,627,1964,경기75바3230,3
2307,2028,19931,628,315,경기70사6611,3
2016,1846,19931,629,234,경기70사1647,4
2116,1721,19931,630,1677,경기77바3636,3
2343,2137,19931,631,234,경기70사1666,3
2325,2043,19931,632,315,경기70사6613,3
2127,1909,19930,633,234,경기70사1125,3
2349,2101,19931,634,315,경기70사6565,3
57,2227,19930,635,234,경기76아1298,3
55,2022,19931,636,1677,경기77바2190,3
2055,1846,19931,637,234,경기70사1147,3
